date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-02-01,Puerto Rico,253439,530950,197187,1.72,7.94,54972,6.17,16.62,4045,9403,2944,0.477
2021-01-31,Puerto Rico,249394,530950,193842,1.7,7.81,54276,6.07,16.62,13334,9317,2917,0.47
2021-01-30,Puerto Rico,236060,530950,183630,1.6,7.39,51159,5.75,16.62,11757,8974,2810,0.445
2021-01-29,Puerto Rico,224303,530850,174840,1.51,7.02,48196,5.48,16.62,12124,8968,2808,0.423
2021-01-28,Puerto Rico,212179,525000,165862,1.41,6.64,45057,5.19,16.44,12417,9198,2880,0.404
2021-01-27,Puerto Rico,199762,506425,156071,1.33,6.25,42437,4.89,15.86,11081,9019,2824,0.394
2021-01-26,Puerto Rico,188681,416900,147910,1.24,5.91,39522,4.63,13.05,1064,8450,2646,0.453
2021-01-25,Puerto Rico,187617,371550,146984,1.23,5.88,39384,4.6,11.63,3444,9205,2882,0.505
2021-01-24,Puerto Rico,184173,371550,143910,1.22,5.77,39016,4.51,11.63,10931,9620,3012,0.496
2021-01-23,Puerto Rico,173242,371550,136400,1.12,5.42,35705,4.27,11.63,11714,8965,2807,0.466
2021-01-22,Puerto Rico,161528,337350,128284,1.01,5.06,32181,4.02,10.56,13733,8199,2567,0.479
2021-01-21,Puerto Rico,147795,327950,120250,0.83,4.63,26627,3.76,10.27,11165,7559,2367,0.451
2021-01-20,Puerto Rico,136630,312450,112524,0.73,4.28,23428,3.52,9.78,7100,7457,2335,0.437
2021-01-19,Puerto Rico,129530,311325,107661,0.67,4.06,21368,3.37,9.75,6348.25,7853,2459,0.416
2021-01-18,Puerto Rico,,,,,,,,,6348.25,8104,2538,
2021-01-17,Puerto Rico,,,,,,,,,6348.25,8455,2647,
2021-01-16,Puerto Rico,,,,,,,,,6348.25,8982,2812,
2021-01-15,Puerto Rico,104137,311325,87512,0.51,3.26,16360,2.74,9.75,9257,9859,3087,0.334
2021-01-14,Puerto Rico,94880,305475,80310,,2.97,,2.51,9.56,10448,10160,3181,0.311
2021-01-13,Puerto Rico,84432,305475,67475,0.36,2.64,11550,2.11,9.56,9873,9873,3091,0.276
2021-01-12,Puerto Rico,74559,277200,61486,0.24,2.34,7666,1.92,8.68,,,,0.269
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2021-03-03,Rhode Island,282767,351515,200683,7.74,26.69,81944,18.94,33.18,6968,9181,8667,0.804
2021-03-02,Rhode Island,275799,350915,195504,7.57,26.03,80162,18.45,33.12,6287,9163,8650,0.786
2021-03-01,Rhode Island,269512,308415,190901,7.41,25.44,78482,18.02,29.11,12757,9068,8560,0.874
2021-02-28,Rhode Island,256755,308415,181943,7.05,24.24,74687,17.18,29.11,11149,8304,7839,0.832
2021-02-27,Rhode Island,245606,308415,174837,6.67,23.18,70646,16.5,29.11,10717,7816,7378,0.796
2021-02-26,Rhode Island,234889,304145,166299,6.46,22.17,68469,15.7,28.71,8195,7595,7169,0.772
2021-02-25,Rhode Island,226694,300805,159547,6.33,21.4,67029,15.06,28.4,8195,9538,9004,0.754
2021-02-24,Rhode Island,218499,292365,152657,6.2,20.63,65730,14.41,27.6,6839,9580,9043,0.747
2021-02-23,Rhode Island,211660,272255,147118,6.08,19.98,64439,13.89,25.7,5626,9234,8717,0.777
2021-02-22,Rhode Island,206034,246175,142522,5.99,19.45,63410,13.45,23.24,7408,8850,8354,0.837
2021-02-21,Rhode Island,198626,246175,136915,5.82,18.75,61609,12.92,23.24,7730,8210,7750,0.807
2021-02-20,Rhode Island,190896,246175,131246,5.62,18.02,59553,12.39,23.24,9171,7713,7281,0.775
2021-02-19,Rhode Island,181725,246175,124576,5.39,17.15,57064,11.76,23.24,21794,7116,6717,0.738
2021-02-18,Rhode Island,159931,234500,108152,4.88,15.1,51711,10.21,22.14,8495,4571,4315,0.682
2021-02-17,Rhode Island,151436,234500,103283,4.54,14.3,48089,9.75,22.14,4417,3782,3570,0.646
2021-02-16,Rhode Island,147019,234500,100448,4.39,13.88,46511,9.48,22.14,2932,3563,3363,0.627
2021-02-15,Rhode Island,,,,,,,,,2932,3372,3183,
2021-02-14,Rhode Island,141155,228650,97380,4.13,13.32,43717,9.19,21.58,4251,3441,3248,0.617
2021-02-13,Rhode Island,136904,228650,95258,3.93,12.92,41591,8.99,21.58,4991,3582,3381,0.599
2021-02-12,Rhode Island,131913,211850,91809,3.78,12.45,40051,8.67,20,3982,3566,3366,0.623
2021-02-11,Rhode Island,127931,211650,89723,3.6,12.08,38158,8.47,19.98,2969,3436,3243,0.604
2021-02-10,Rhode Island,124962,208350,87862,3.5,11.8,37051,8.29,19.67,2883,3355,3167,0.6
2021-02-09,Rhode Island,122079,207950,86264,3.38,11.52,35770,8.14,19.63,1595,3220,3040,0.587
2021-02-08,Rhode Island,120484,192300,85037,3.34,11.37,35402,8.03,18.15,3417,3749,3539,0.627
2021-02-07,Rhode Island,117067,192300,83326,3.18,11.05,33699,7.87,18.15,5237,3699,3492,0.609
2021-02-06,Rhode Island,111830,192300,81085,2.9,10.56,30711,7.65,18.15,4881,3391,3201,0.582
2021-02-05,Rhode Island,106949,178600,77940,2.74,10.1,28979,7.36,16.86,3073,3335,3148,0.599
2021-02-04,Rhode Island,103876,178600,75963,2.63,9.81,27884,7.17,16.86,2402,3391,3201,0.582
2021-02-03,Rhode Island,101474,176650,74473,2.55,9.58,26973,7.03,16.68,1933,3599,3397,0.574
2021-02-02,Rhode Island,99541,176150,73486,2.46,9.4,26027,6.94,16.63,5301,3897,3679,0.565
2021-02-01,Rhode Island,94240,173225,68779,2.4,8.9,25435,6.49,16.35,3063,3403,3212,0.544
2021-01-31,Rhode Island,91177,173225,67744,2.21,8.61,23408,6.4,16.35,3083,3373,3184,0.526
2021-01-30,Rhode Island,88094,173225,65668,2.11,8.32,22401,6.2,16.35,4487,3549,3350,0.509
2021-01-29,Rhode Island,83607,157525,63263,1.92,7.89,20321,5.97,14.87,3469,3090,2917,0.531
2021-01-28,Rhode Island,80138,153625,61554,1.75,7.56,18562,5.81,14.5,3854,3018,2849,0.522
2021-01-27,Rhode Island,76284,151675,59853,1.55,7.2,16410,5.65,14.32,4020,2810,2653,0.503
2021-01-26,Rhode Island,72264,151675,58097,1.34,6.82,14148,5.48,14.32,1845,2598,2452,0.476
2021-01-25,Rhode Island,70419,149225,56751,1.29,6.65,13649,5.36,14.09,2853,2567,2423,0.472
2021-01-24,Rhode Island,67566,149225,54287,1.25,6.38,13260,5.12,14.09,4317,2393,2259,0.453
2021-01-23,Rhode Island,63249,149225,50650,1.19,5.97,12580,4.78,14.09,1275,2010,1897,0.424
2021-01-22,Rhode Island,61974,136225,49932,1.14,5.85,12023,4.71,12.86,2960,2061,1946,0.455
2021-01-21,Rhode Island,59014,127450,47859,1.05,5.57,11136,4.52,12.03,2397,2020,1907,0.463
2021-01-20,Rhode Island,56617,122575,45904,1.01,5.34,10696,4.33,11.57,2536,2084,1967,0.462
2021-01-19,Rhode Island,54081,108425,44164,0.94,5.1,9902,4.17,10.24,1633.25,2073,1957,0.499
2021-01-18,Rhode Island,,,,,,,,,1633.25,2147,2027,
2021-01-17,Rhode Island,,,,,,,,,1633.25,2249,2123,
2021-01-16,Rhode Island,,,,,,,,,1633.25,2403,2268,
2021-01-15,Rhode Island,47548,108425,39381,0.77,4.49,8156,3.72,10.24,2677,2660,2511,0.439
2021-01-14,Rhode Island,44871,84125,38000,,4.24,,3.59,7.94,2843,2652,2503,0.533
2021-01-13,Rhode Island,42028,82175,36489,0.52,3.97,5490,3.44,7.76,2460,2460,2322,0.511
2021-01-12,Rhode Island,39568,80225,35385,0.39,3.74,4141,3.34,7.57,,,,0.493
2021-03-03,South Carolina,1150199,1489675,757128,7.16,22.34,368642,14.7,28.93,27150,25214,4897,0.772
2021-03-02,South Carolina,1123049,1482565,748722,6.82,21.81,351018,14.54,28.8,6238,25988,5047,0.758
2021-03-01,South Carolina,1116811,1339205,744420,6.78,21.69,349123,14.46,26.01,30261,26318,5112,0.834
2021-02-28,South Carolina,1086550,1339205,726156,6.56,21.1,337710,14.1,26.01,28581,25126,4880,0.811
2021-02-27,South Carolina,1057969,1339205,714393,6.26,20.55,322313,13.88,26.01,32653,25456,4944,0.79
2021-02-26,South Carolina,1025316,1294405,699792,5.94,19.91,305686,13.59,25.14,27442,25323,4918,0.792
2021-02-25,South Carolina,997874,1291305,686224,5.68,19.38,292592,13.33,25.08,24171,31394,6097,0.773
2021-02-24,South Carolina,973703,1197015,676544,5.42,18.91,278880,13.14,23.25,32567,31183,6056,0.813
2021-02-23,South Carolina,941136,1122765,654169,5.22,18.28,268817,12.7,21.81,8548,28951,5623,0.838
2021-02-22,South Carolina,932588,1066275,649402,5.15,18.11,265062,12.61,20.71,21919,30180,5862,0.875
2021-02-21,South Carolina,910669,1066275,638364,4.95,17.69,254826,12.4,20.71,30893,29498,5729,0.854
2021-02-20,South Carolina,879776,1066275,625877,4.61,17.09,237292,12.16,20.71,31722,29276,5686,0.825
2021-02-19,South Carolina,848054,1064775,610292,4.33,16.47,222887,11.85,20.68,69941,28383,5513,0.796
2021-02-18,South Carolina,778113,939350,562999,3.92,15.11,201703,10.94,18.24,22691,21374,4151,0.828
2021-02-17,South Carolina,755422,939350,551943,3.71,14.67,190900,10.72,18.24,16946,21051,4089,0.804
2021-02-16,South Carolina,738476,926750,542707,3.56,14.34,183497,10.54,18,17145,21826,4239,0.797
2021-02-15,South Carolina,,,,,,,,,17145,19377,3763,
2021-02-14,South Carolina,704186,891650,525641,3.26,13.68,167699,10.21,17.32,29343,19324,3753,0.79
2021-02-13,South Carolina,674843,891450,512156,2.97,13.11,153014,9.95,17.31,25468,18852,3661,0.757
2021-02-12,South Carolina,649375,826950,500005,2.74,12.61,140806,9.71,16.06,20879,18640,3620,0.785
2021-02-11,South Carolina,628496,779500,487418,2.6,12.21,133648,9.47,15.14,20434,18723,3636,0.806
2021-02-10,South Carolina,608062,732700,475116,2.46,11.81,126831,9.23,14.23,22370,18409,3575,0.83
2021-02-09,South Carolina,585692,712325,460511,2.32,11.38,119206,8.94,13.84,0,16428,3191,0.822
2021-02-08,South Carolina,585692,684700,460511,2.32,11.38,119206,8.94,13.3,16775,17563,3411,0.855
2021-02-07,South Carolina,568917,684700,450531,2.2,11.05,113169,8.75,13.3,26038,18482,3590,0.831
2021-02-06,South Carolina,542879,684700,435079,2.01,10.54,103432,8.45,13.3,23987,19288,3746,0.793
2021-02-05,South Carolina,518892,684700,418519,1.87,10.08,96485,8.13,13.3,21459,19105,3711,0.758
2021-02-04,South Carolina,497433,683600,403766,1.75,9.66,89983,7.84,13.28,18231,19641,3815,0.728
2021-02-03,South Carolina,479202,682700,391585,1.63,9.31,84010,7.6,13.26,8506,21745,4223,0.702
2021-02-02,South Carolina,470696,659950,385908,1.58,9.14,81203,7.5,12.82,7945,21926,4259,0.713
2021-02-01,South Carolina,462751,560150,379136,1.56,8.99,80038,7.36,10.88,23210,22200,4312,0.826
2021-01-31,South Carolina,439541,560150,361557,1.45,8.54,74459,7.02,10.88,31681,22964,4460,0.785
2021-01-30,South Carolina,407860,560150,339544,1.29,7.92,66286,6.6,10.88,22702,22672,4403,0.728
2021-01-29,South Carolina,385158,558050,322195,1.18,7.48,60974,6.26,10.84,25209,22308,4333,0.69
2021-01-28,South Carolina,359949,548750,302890,1.07,6.99,55183,5.88,10.66,32964,21474,4171,0.656
2021-01-27,South Carolina,326985,548250,275291,0.97,6.35,49869,5.35,10.65,9774,19197,3729,0.596
2021-01-26,South Carolina,317211,519600,267262,0.94,6.16,48157,5.19,10.09,9863,18577,3608,0.61
2021-01-25,South Carolina,307348,453250,258015,0.92,5.97,47563,5.01,8.8,28553,19501,3788,0.678
2021-01-24,South Carolina,278795,453250,233257,0.85,5.42,43810,4.53,8.8,29640,17756,3449,0.615
2021-01-23,South Carolina,249155,453250,206663,0.79,4.84,40812,4.01,8.8,20153,15855,3079,0.55
2021-01-22,South Carolina,229002,453150,189170,0.74,4.45,38183,3.67,8.8,19371,15309,2973,0.505
2021-01-21,South Carolina,209631,443375,173906,0.67,4.07,34277,3.38,8.61,17023,13397,2602,0.473
2021-01-20,South Carolina,192608,437675,160518,0.6,3.74,30679,3.12,8.5,5433,13246,2573,0.44
2021-01-19,South Carolina,187175,350550,155548,0.59,3.64,30243,3.02,6.81,16334.75,15157,2944,0.534
2021-01-18,South Carolina,,,,,,,,,16334.75,14961,2906,
2021-01-17,South Carolina,,,,,,,,,16334.75,14686,2852,
2021-01-16,South Carolina,,,,,,,,,16334.75,14274,2772,
2021-01-15,South Carolina,121836,350550,101722,0.38,2.37,19477,1.98,6.81,5981,13587,2639,0.348
2021-01-14,South Carolina,115855,346150,96231,,2.25,,1.87,6.72,15968,17390,3378,0.335
2021-01-13,South Carolina,99887,317450,87584,0.24,1.94,12213,1.7,6.17,18812,18812,3654,0.315
2021-01-12,South Carolina,81075,315950,77042,0.08,1.58,3954,1.5,6.14,,,,0.257
2021-03-03,South Dakota,287657,357250,189817,11.03,32.52,97606,21.46,40.38,5082,6421,7258,0.805
2021-03-02,South Dakota,282575,341900,186483,10.84,31.94,95864,21.08,38.65,500,6478,7323,0.826
2021-03-01,South Dakota,282075,329300,186081,10.82,31.88,95767,21.03,37.22,3790,6587,7446,0.857
2021-02-28,South Dakota,278285,329300,183794,10.66,31.46,94266,20.78,37.22,8996,6509,7358,0.845
2021-02-27,South Dakota,269289,329300,178535,10.23,30.44,90529,20.18,37.22,9736,6206,7015,0.818
2021-02-26,South Dakota,259553,319230,172181,9.85,29.34,87148,19.46,36.08,9337,5908,6678,0.813
2021-02-25,South Dakota,250216,309130,167375,9.34,28.28,82621,18.92,34.94,7506,11292,12764,0.809
2021-02-24,South Dakota,242710,298240,162715,9.02,27.44,79778,18.39,33.71,5480,10978,12409,0.814
2021-02-23,South Dakota,237230,278670,159128,8.8,26.82,77888,17.99,31.5,1266,10621,12006,0.851
2021-02-22,South Dakota,235964,266970,158510,8.73,26.67,77240,17.92,30.18,3239,10630,12016,0.884
2021-02-21,South Dakota,232725,266970,156792,8.56,26.31,75719,17.72,30.18,6877,10357,11707,0.872
2021-02-20,South Dakota,225848,266970,152655,8.25,25.53,73029,17.26,30.18,7650,10117,11436,0.846
2021-02-19,South Dakota,218198,262800,148976,7.81,24.66,69083,16.84,29.71,47023,9933,11228,0.83
2021-02-18,South Dakota,171175,197050,116461,6.17,19.35,54611,13.16,22.27,5310,4206,4754,0.869
2021-02-17,South Dakota,165865,189250,113425,5.92,18.75,52337,12.82,21.39,2980,4204,4752,0.876
2021-02-16,South Dakota,162885,189250,111151,5.84,18.41,51631,12.56,21.39,1331,4236,4788,0.861
2021-02-15,South Dakota,,,,,,,,,1331,4069,4600,
2021-02-14,South Dakota,160223,182025,109875,5.68,18.11,50247,12.42,20.58,5197,4112,4648,0.88
2021-02-13,South Dakota,155026,182025,106251,5.5,17.52,48674,12.01,20.58,6356,3919,4430,0.852
2021-02-12,South Dakota,148670,182025,103076,5.14,16.8,45505,11.65,20.58,6937,3868,4372,0.817
2021-02-11,South Dakota,141733,181725,97817,4.95,16.02,43827,11.06,20.54,5295,3722,4207,0.78
2021-02-10,South Dakota,136438,173275,94744,4.7,15.42,41607,10.71,19.59,3207,3639,4113,0.787
2021-02-09,South Dakota,133231,167975,92678,4.57,15.06,40466,10.48,18.99,163,3604,4074,0.793
2021-02-08,South Dakota,133068,161150,92615,4.56,15.04,40368,10.47,18.22,1629,3626,4099,0.826
2021-02-07,South Dakota,131439,161150,91598,4.49,14.86,39756,10.35,18.22,3847,3640,4115,0.816
2021-02-06,South Dakota,127592,161150,88882,4.37,14.42,38626,10.05,18.22,5999,3535,3996,0.792
2021-02-05,South Dakota,121593,153450,85921,4.02,13.74,35590,9.71,17.35,5917,3480,3934,0.792
2021-02-04,South Dakota,115676,153450,81697,3.83,13.08,33898,9.24,17.35,4709,3414,3859,0.754
2021-02-03,South Dakota,110967,147600,79025,3.6,12.54,31863,8.93,16.68,2963,3426,3873,0.752
2021-02-02,South Dakota,108004,142500,77125,3.48,12.21,30803,8.72,16.11,319,3597,4066,0.758
2021-02-01,South Dakota,107685,130700,77052,3.45,12.17,30557,8.71,14.77,1724,3596,4065,0.824
2021-01-31,South Dakota,105961,130700,76523,3.32,11.98,29362,8.65,14.77,3114,3646,4121,0.811
2021-01-30,South Dakota,102847,130700,74229,3.23,11.63,28547,8.39,14.77,5616,3664,4142,0.787
2021-01-29,South Dakota,97231,123800,70502,3.01,10.99,26665,7.97,13.99,5455,3798,4293,0.785
2021-01-28,South Dakota,91776,123800,67171,2.77,10.37,24543,7.59,13.99,4790,3771,4263,0.741
2021-01-27,South Dakota,86986,122825,65031,2.48,9.83,21895,7.35,13.88,4163,3495,3951,0.708
2021-01-26,South Dakota,82823,117725,64012,2.12,9.36,18753,7.24,13.31,311,3101,3505,0.704
2021-01-25,South Dakota,82512,106575,63950,2.09,9.33,18504,7.23,12.05,2071,3200,3617,0.774
2021-01-24,South Dakota,80441,106575,63091,1.96,9.09,17293,7.13,12.05,3241,3048,3445,0.755
2021-01-23,South Dakota,77200,106575,60982,1.83,8.73,16164,6.89,12.05,6557,2728,3084,0.724
2021-01-22,South Dakota,70643,100275,56762,1.56,7.98,13831,6.42,11.34,5266,1934,2186,0.704
2021-01-21,South Dakota,65377,99300,54531,1.22,7.39,10796,6.16,11.22,2859,1585,1792,0.658
2021-01-20,South Dakota,62518,95825,52548,1.12,7.07,9922,5.94,10.83,1405,1687,1907,0.652
2021-01-19,South Dakota,61113,93675,51288,1.1,6.91,9777,5.8,10.59,1002.5,1774,2005,0.652
2021-01-18,South Dakota,,,,,,,,,1002.5,1902,2150,
2021-01-17,South Dakota,,,,,,,,,1002.5,2082,2353,
2021-01-16,South Dakota,,,,,,,,,1002.5,2352,2659,
2021-01-15,South Dakota,57103,93675,47389,1.09,6.46,9666,5.36,10.59,2819,2802,3167,0.61
2021-01-14,South Dakota,54284,88375,44721,,6.14,,5.06,9.99,3572,2793,3157,0.614
2021-01-13,South Dakota,50712,88375,42789,0.9,5.73,7921,4.84,9.99,2014,2014,2277,0.574
2021-01-12,South Dakota,48698,83500,41322,0.83,5.5,7374,4.67,9.44,,,,0.583
2021-03-03,Tennessee,1455498,2043160,953568,7.25,21.31,495032,13.96,29.92,49894,39929,5847,0.712
2021-03-02,Tennessee,1405604,1974990,921398,7,20.58,477719,13.49,28.92,10945,37967,5560,0.712
2021-03-01,Tennessee,1394659,1965740,912983,6.96,20.42,475312,13.37,28.78,35277,37689,5519,0.709
2021-02-28,Tennessee,1359382,1965740,888096,6.81,19.91,465021,13,28.78,57853,34609,5068,0.692
2021-02-27,Tennessee,1301529,1965740,853658,6.47,19.06,441949,12.5,28.78,44196,29100,4261,0.662
2021-02-26,Tennessee,1257333,1877820,829456,6.18,18.41,422273,12.15,27.5,47174,24822,3635,0.67
2021-02-25,Tennessee,1210159,1787250,802161,5.9,17.72,402729,11.75,26.17,34164,27973,4096,0.677
2021-02-24,Tennessee,1175995,1774540,784786,5.66,17.22,386198,11.49,25.99,36159,25211,3692,0.663
2021-02-23,Tennessee,1139836,1562170,767826,5.38,16.69,367249,11.24,22.88,9002,20978,3072,0.73
2021-02-22,Tennessee,1130834,1478150,763973,5.3,16.56,362284,11.19,21.64,13714,21542,3154,0.765
2021-02-21,Tennessee,1117120,1478150,757333,5.2,16.36,355245,11.09,21.64,19294,21434,3139,0.756
2021-02-20,Tennessee,1097826,1477175,748756,5.05,16.08,344665,10.96,21.63,14247,24434,3578,0.743
2021-02-19,Tennessee,1083579,1466450,740230,4.96,15.87,339016,10.84,21.47,69228,25995,3806,0.739
2021-02-18,Tennessee,1014351,1410500,691486,4.67,14.85,318673,10.12,20.65,14834,21143,3096,0.719
2021-02-17,Tennessee,999517,1404675,680454,4.61,14.64,314957,9.96,20.57,6529,22833,3343,0.712
2021-02-16,Tennessee,992988,1385925,675421,4.59,14.54,313510,9.89,20.29,12951.5,25844,3784,0.716
2021-02-15,Tennessee,,,,,,,,,12951.5,24902,3646,
2021-02-14,Tennessee,967085,1361700,659390,4.45,14.16,303722,9.65,19.94,40298,25152,3683,0.71
2021-02-13,Tennessee,926787,1357425,634688,4.22,13.57,288311,9.29,19.88,25171,24927,3650,0.683
2021-02-12,Tennessee,901616,1331775,618010,4.1,13.2,279980,9.05,19.5,35264,26161,3831,0.677
2021-02-11,Tennessee,866352,1295675,595081,3.92,12.69,267820,8.71,18.97,26666,26016,3810,0.669
2021-02-10,Tennessee,839686,1225075,577121,3.8,12.3,259283,8.45,17.94,27607,25981,3804,0.685
2021-02-09,Tennessee,812079,1157375,558590,3.67,11.89,250647,8.18,16.95,6359,25742,3769,0.702
2021-02-08,Tennessee,805720,1156975,554016,3.65,11.8,248911,8.11,16.94,14697,25401,3719,0.696
2021-02-07,Tennessee,791023,1156975,543793,3.58,11.58,244539,7.96,16.94,38725,25973,3803,0.684
2021-02-06,Tennessee,752298,1156975,521621,3.34,11.02,228198,7.64,16.94,33811,25451,3727,0.65
2021-02-05,Tennessee,718487,1108925,500458,3.16,10.52,215763,7.33,16.24,34245,24652,3610,0.648
2021-02-04,Tennessee,684242,1090300,477784,2.99,10.02,204419,7,15.96,26423,24885,3644,0.628
2021-02-03,Tennessee,657819,1043575,463300,2.82,9.63,192674,6.78,15.28,25934,24312,3560,0.63
2021-02-02,Tennessee,631885,990975,450633,2.63,9.25,179546,6.6,14.51,3974,23422,3430,0.638
2021-02-01,Tennessee,627911,998875,447977,2.61,9.2,178248,6.56,14.63,18698,23609,3457,0.629
2021-01-31,Tennessee,609213,998875,438426,2.48,8.92,169166,6.42,14.63,35071,22453,3288,0.61
2021-01-30,Tennessee,574142,998875,416716,2.28,8.41,155936,6.1,14.63,28221,21427,3138,0.575
2021-01-29,Tennessee,545921,953600,400950,2.1,7.99,143592,5.87,13.96,35871,20618,3019,0.572
2021-01-28,Tennessee,510050,939650,385682,1.8,7.47,123116,5.65,13.76,22418,19197,2811,0.543
2021-01-27,Tennessee,487632,886225,374108,1.64,7.14,112362,5.48,12.98,19699,18443,2701,0.55
2021-01-26,Tennessee,467933,838925,365235,1.49,6.85,101657,5.35,12.28,5287,16589,2429,0.558
2021-01-25,Tennessee,462646,838825,361767,1.46,6.78,99842,5.3,12.28,10604,17565,2572,0.552
2021-01-24,Tennessee,452042,838825,354407,1.42,6.62,96619,5.19,12.28,27890,17781,2604,0.539
2021-01-23,Tennessee,424152,838825,335823,1.28,6.21,87376,4.92,12.28,22557,15528,2274,0.506
2021-01-22,Tennessee,401595,798450,324543,1.12,5.88,76162,4.75,11.69,25926,14037,2055,0.503
2021-01-21,Tennessee,375669,723825,313154,0.9,5.5,61743,4.59,10.6,17135,15851,2321,0.519
2021-01-20,Tennessee,358534,672825,305780,0.76,5.25,52051,4.48,9.85,6721,13403,1963,0.533
2021-01-19,Tennessee,351813,657550,302260,0.72,5.15,48867,4.43,9.63,12118.75,14365,2103,0.535
2021-01-18,Tennessee,,,,,,,,,12118.75,14740,2158,
2021-01-17,Tennessee,,,,,,,,,12118.75,15264,2235,
2021-01-16,Tennessee,,,,,,,,,12118.75,16050,2350,
2021-01-15,Tennessee,303338,657550,264912,0.55,4.44,37800,3.88,9.63,38625,17360,2542,0.461
2021-01-14,Tennessee,264713,656550,238943,,3.88,,3.5,9.61,0,6728,985,0.403
2021-01-13,Tennessee,264713,598000,150893,0.35,3.88,24026,2.21,8.76,13456,13456,1970,0.443
2021-01-12,Tennessee,251257,485800,143735,0.26,3.68,17914,2.1,7.11,,,,0.517
2021-03-03,Texas,6191550,8709955,4001348,7.52,21.35,2182085,13.8,30.04,234921,181084,6245,0.711
2021-03-02,Texas,5956629,8234755,3883032,7.12,20.54,2066013,13.39,28.4,384133,165192,5697,0.723
2021-03-01,Texas,5572496,7615175,3679952,6.5,19.22,1885470,12.69,26.26,5884,123045,4244,0.732
2021-02-28,Texas,5566612,7615175,3674676,6.5,19.2,1884890,12.67,26.26,171651,127535,4398,0.731
2021-02-27,Texas,5394961,7615175,3581903,6.23,18.61,1806218,12.35,26.26,121884,111466,3844,0.708
2021-02-26,Texas,5273077,7419305,3511724,6.05,18.19,1754655,12.11,25.59,165820,104351,3599,0.711
2021-02-25,Texas,5107257,7380615,3432978,5.75,17.61,1667843,11.84,25.45,183297,110504,3811,0.692
2021-02-24,Texas,4923960,7191395,3362877,5.36,16.98,1554957,11.6,24.8,123674,87380,3014,0.685
2021-02-23,Texas,4800286,6151450,3309933,5.12,16.56,1484480,11.42,21.22,89106,77700,2680,0.78
2021-02-22,Texas,4711180,5652800,3278912,4.92,16.25,1426511,11.31,19.5,37312,73731,2543,0.833
2021-02-21,Texas,4673868,5652800,3267255,4.83,16.12,1400924,11.27,19.5,59171,77160,2661,0.827
2021-02-20,Texas,4614697,5602100,3241776,4.72,15.92,1367318,11.18,19.32,72075,86673,2989,0.824
2021-02-19,Texas,4542622,5520100,3205884,4.59,15.67,1331268,11.06,19.04,208896,95577,3296,0.823
2021-02-18,Texas,4333726,5258675,3071010,4.34,14.95,1259237,10.59,18.14,21425,89324,3081,0.824
2021-02-17,Texas,4312301,5113175,3059756,4.31,14.87,1249085,10.55,17.63,55918,106240,3664,0.843
2021-02-16,Texas,4256383,5112975,3037786,4.19,14.68,1215236,10.48,17.63,61318,117172,4041,0.832
2021-02-15,Texas,,,,,,,,,61318,124715,4301,
2021-02-14,Texas,4133747,5099325,2970596,4,14.26,1159996,10.24,17.59,125761,126730,4371,0.811
2021-02-13,Texas,4007986,5098825,2901250,3.81,13.82,1103754,10.01,17.58,134405,128579,4434,0.786
2021-02-12,Texas,3873581,5095175,2834361,3.57,13.36,1036384,9.78,17.57,165121,134688,4645,0.76
2021-02-11,Texas,3708460,5091325,2745305,3.31,12.79,960517,9.47,17.56,139842,129014,4449,0.728
2021-02-10,Texas,3568618,5010525,2672352,3.08,12.31,893767,9.22,17.28,132438,130817,4512,0.712
2021-02-09,Texas,3436180,4594050,2589885,2.91,11.85,843836,8.93,15.84,114118,134278,4631,0.748
2021-02-08,Texas,3322062,4402275,2512804,2.78,11.46,806885,8.67,15.18,75424,117976,4069,0.755
